title,overview,genres,rating
The Guide,"Artem, an unlucky but cheerful student, is undeservedly imprisoned for 15 days. The situation is complicated by the fact that he has a friend, a Rottweiler named Boy, who has absolutely nowhere to go. And yet Artem manages to get him adopted - a charming stranger Sasha becomes the temporary mistress of Boy. Returning two weeks later to pick up the dog, Artem suddenly notices that Sasha is blind. He decides to leave the girl a guide dog and, unnoticed by her, to settle in her apartment....",Romance,0.0
Deadly Dispatch,"After her best friend is tragically murdered in an apparent robbery gone wrong, Tiffany Jackson takes justice in her own hands to find his killer.","Action, Thriller",5.0
Defense: Secret Escort,"The film focuses on the 'scouts', a peacekeeping service, and tells the story of the Chinese peacekeeping and anti-riot team being lured by Chinese businessmen when they carried out the mission of evacuating overseas Chinese. The armed conspiracy completed the task of evacuating overseas Chinese and told a touching story of a Chinese blue helmet firmly guarding world peace","Action, Drama",10.0
Second Wind,"The main character of the film is a young playboy Pavel Makarov. Waking up after another party, he finds a strange girl next to him, who seriously offers to marry her, but is refused. The daughter of a local authority, she is not used to hearing the word ""no"". And now Makarov is in serious trouble: he has to leave his hometown urgently.","Action, Drama",0.0
Ghost of Spring,"The ritual-tripod ceremony, which takes place once in twelve years and affects national fortune, is imminent, but the tripod-forging masters die mysteriously one after another. A genius detective who suffers from a blood phobia and has an unconventional mode of operation teams up with a simple-minded female assistant who is highly skilled in martial arts to explore a long-standing case of the oppression of feudal women. Beauty is not a sin—Will women who are oppressed and objectified have no choice but to bow down to their fate?","Comedy, Mystery",1.0
Hammer or Anvil,"This is a political picture about the Bulgarian revolutionary Georgi Dimitrov. In 1933 during the Reichstag Fire Trial trumped-up charges of having set the Reichstag on fire were brought against him. At the trial Dimitrov exposed the machinations of the Nazis and turned from a defendant into an accuser. Central to the story is the face-to-face political duel between Dimitrov and Goering. Dimitrov's interactions with ordinary Germans, the memories of his wife Lyuba Ivoshevich, and the meetings with his mother Parashkeva alternate with documentary shooting scenes from the time of Nazi Germany.","Drama, Crime",0.0
Dark Cuts: A Thriller Anthology,"A pulse-pounding collection of five short films, each delivering a unique slice of suspense, obsession, and psychological terror-where every decision could be your last.",Horror,4.8
The Age of Wolves,"Hanan works as a secretary for Shawkat, a businessman who trades in weapons. Despite being watched by the police and constant attacks from the journalist Samia, Shawkat steals Hanan from her fiancé, Ahmed, who works in an Arab country. Hanan's attempts to escape and follow her fiancée fail.",Drama,0.0
The Demon Hunter,"Since the founding of the Yuan Dynasty, Emperor Zhao Yuwen of Yuan Yuan managed martial arts, quelled rebellions inside, and eradicated barbarians outside. The Huntian Supervisory Institute Si Zhengbai and Yitong accompanied Sun Duhu of the Duhufu of Xiyuan, and went to Xiyuan to investigate the locust plague and cholera that plagued the people. Bai Yitong. Bai Yitong observes the heavens, predicts the incision, establishes a calendar to solve problems, and solves strange cases every time, earning the emperor’s trust. But Bai Yitong was strict and inflexible, but the others could not say anything and just listen. Bai Yitong is idle except for his work, and his teacher, Sikong Chong, freely devotes himself to research at the inspectorate. Bai Yitong and Sun Duhu found a hole in a cave during the locust damage investigation, where they are indiscriminately attacked by locusts. Then, Bai Yitong returned to the city with his hands and reported this strange incident to His Majesty the Emper","Thriller, Drama, Fantasy",0.0
"Point, Point, Comma...","A lyric comedy about eight-graders, their life and first love...","Comedy, Family, Romance",6.9
Subway Serial Rape: Uniform Hunting,On their way to school two sisters are raped by a gang of punks in full view of the passengers on the subway. When one sister commits suicide the other quits school and picks up a yakuza boyfriend who teaches her how to shoot. When the boyfriend is killed by his old gang the girl becomes a cab driver. With a .45 by her side she hunts for the punks who raped her and anyone else who deserves it.,Drama,2.3
Prefect,"The story of a hipster who has reached power, who has become the prefect of the fictional metropolitan area of Vostochnoe Medvedkovo. Finally, talking about tile, cycle paths and the rescue of old estates can be supported by real deeds! Or not?",Comedy,0.0
When The Dice Rolls,Hilarious interactions ensue when Farhat discovers on his wedding night that he has married his mother-in-law.,"Comedy, Family",7.0
In One Single Life,"The director of a large metallurgical plant, Zorenko, develops and sends to the ministry a project for the reorganization of the enterprise, although the implementation of the plan would require a shutdown of production. Gruzdev, a responsible employee of the ministry, fearing a decrease in overall targets, insists on a partial reorganization. Under pressure from ""above"" Zorenko signs a project that he considers unacceptable. But realizing the illegality of the decision, he resumes the struggle for the radical reorganization of the plant.",Drama,0.0
Love After Time,"After a nuclear disaster, the world has gone dystopian. Many people have undergone physical mutation, and therefore are cut off government supplies. A female mutant robs the provisions of a military officer with a strong sense of justice. His chase ends in a rundown, gaudy amusement park. Just when the girl is about to be arrested, she discovers a top secret. The division between normal and abnormal should not be a raison d'être.","Drama, Fantasy",8.5
